"","author","project","time"
"30009","m-tretyak","https://github.com/angular/angular.js.git",2014-06-26
"30010","thorn0","https://github.com/angular/angular.js.git",2014-06-20
"30011","lucas galfaso","https://github.com/angular/angular.js.git",2014-06-24
"30012","peter bacon darwin","https://github.com/angular/angular.js.git",2014-06-24
"30013","peter bacon darwin","https://github.com/angular/angular.js.git",2014-06-24
"30014","peter bacon darwin","https://github.com/angular/angular.js.git",2014-06-24
"30015","peter bacon darwin","https://github.com/angular/angular.js.git",2014-06-24
"30016","peter bacon darwin","https://github.com/angular/angular.js.git",2014-06-24
"30017","caitlin potter","https://github.com/angular/angular.js.git",2014-06-22
"30018","christophe krebser","https://github.com/angular/angular.js.git",2014-06-17
"30019","matias niemelä","https://github.com/angular/angular.js.git",2014-06-19
"30020","matias niemelä","https://github.com/angular/angular.js.git",2014-06-19
"30021","igor minar","https://github.com/angular/angular.js.git",2014-06-24
"30022","igor minar","https://github.com/angular/angular.js.git",2014-06-24
"30023","igor minar","https://github.com/angular/angular.js.git",2014-06-24
"30024","michał gołębiowski","https://github.com/angular/angular.js.git",2014-06-24
"30025","michał gołębiowski","https://github.com/angular/angular.js.git",2014-06-23
"30026","zacky ma","https://github.com/angular/angular.js.git",2014-06-16
"30027","ephigabay","https://github.com/angular/angular.js.git",2014-06-22
"30028","chaker nakhli","https://github.com/angular/angular.js.git",2014-06-23
"30029","shahar talmi","https://github.com/angular/angular.js.git",2014-06-23
"30030","peter bacon darwin","https://github.com/angular/angular.js.git",2014-06-20
"30031","yuri sulyma","https://github.com/angular/angular.js.git",2013-11-13
"30032","laurent curau","https://github.com/angular/angular.js.git",2014-06-20
"30033","alex muntada","https://github.com/angular/angular.js.git",2014-06-20
"30034","neil giarratana","https://github.com/angular/angular.js.git",2014-06-17
"30035","shahar talmi","https://github.com/angular/angular.js.git",2014-06-08
"30036","jason bedard","https://github.com/angular/angular.js.git",2014-06-07
"30037","ahmad moussawi","https://github.com/angular/angular.js.git",2014-06-13
"30038","jesse houchins","https://github.com/angular/angular.js.git",2014-05-25
"30039","rodyhaddad","https://github.com/angular/angular.js.git",2014-06-16
"30040","rodyhaddad","https://github.com/angular/angular.js.git",2014-06-16
"30041","james harrison fisher","https://github.com/angular/angular.js.git",2014-06-16
"30042","colin casey","https://github.com/angular/angular.js.git",2013-09-23
"30043","rodyhaddad","https://github.com/angular/angular.js.git",2014-06-14
"30044","rodyhaddad","https://github.com/angular/angular.js.git",2014-06-14
"30045","caitlin potter","https://github.com/angular/angular.js.git",2014-06-07
"30046","rodyhaddad","https://github.com/angular/angular.js.git",2014-06-13
"30047","igor minar","https://github.com/angular/angular.js.git",2014-06-05
"30048","igor minar","https://github.com/angular/angular.js.git",2014-06-05
"30049","igor minar","https://github.com/angular/angular.js.git",2014-06-05
"30050","igor minar","https://github.com/angular/angular.js.git",2014-06-05
"30051","igor minar","https://github.com/angular/angular.js.git",2014-06-05
"30052","igor minar","https://github.com/angular/angular.js.git",2014-06-05
"30053","igor minar","https://github.com/angular/angular.js.git",2014-06-05
"30054","igor minar","https://github.com/angular/angular.js.git",2014-06-05
"30055","igor minar","https://github.com/angular/angular.js.git",2014-06-04
"30056","igor minar","https://github.com/angular/angular.js.git",2014-06-04
"30057","igor minar","https://github.com/angular/angular.js.git",2014-06-04
"30058","igor minar","https://github.com/angular/angular.js.git",2014-06-04
"30059","igor minar","https://github.com/angular/angular.js.git",2014-06-04
"30060","igor minar","https://github.com/angular/angular.js.git",2014-06-04
"30061","xrxr","https://github.com/angular/angular.js.git",2014-06-13
"30062","lucas galfaso","https://github.com/angular/angular.js.git",2014-06-11
"30063","peter bacon darwin","https://github.com/angular/angular.js.git",2014-06-13
"30064","matias niemelä","https://github.com/angular/angular.js.git",2014-06-13
"30065","matias niemelä","https://github.com/angular/angular.js.git",2014-05-27
"30066","matias niemelä","https://github.com/angular/angular.js.git",2014-05-07
"30067","matias niemelä","https://github.com/angular/angular.js.git",2014-05-01
"30068","matias niemelä","https://github.com/angular/angular.js.git",2014-05-01
"30069","matias niemelä","https://github.com/angular/angular.js.git",2014-05-01
"30070","matias niemelä","https://github.com/angular/angular.js.git",2014-05-07
"30071","tero parviainen","https://github.com/angular/angular.js.git",2014-05-17
"30072","brian ford","https://github.com/angular/angular.js.git",2014-06-12
"30073","aiden n","https://github.com/angular/angular.js.git",2014-06-12
"30074","michal kawalec","https://github.com/angular/angular.js.git",2014-06-09
"30075","fuqcool","https://github.com/angular/angular.js.git",2014-06-12
"30076","dave wells","https://github.com/angular/angular.js.git",2014-06-11
"30077","arturo guzman","https://github.com/angular/angular.js.git",2014-06-03
"30078","alexander karpan","https://github.com/angular/angular.js.git",2014-06-10
"30079","fvanderwielen","https://github.com/angular/angular.js.git",2014-06-10
"30080","buu nguyen","https://github.com/angular/angular.js.git",2013-10-15
"30081","rocky assad","https://github.com/angular/angular.js.git",2014-04-15
"30082","brian ford","https://github.com/angular/angular.js.git",2014-06-10
"30083","brian ford","https://github.com/angular/angular.js.git",2014-06-10
"30084","kevin western","https://github.com/angular/angular.js.git",2014-06-04
"30085","amar patel","https://github.com/angular/angular.js.git",2014-05-24
"30086","dylan semler","https://github.com/angular/angular.js.git",2014-06-04
"30087","carl sutherland","https://github.com/angular/angular.js.git",2014-02-13
"30088","matt johansen","https://github.com/angular/angular.js.git",2014-06-10
"30089","caitlin potter","https://github.com/angular/angular.js.git",2014-01-15
"30090","stephen nancekivell","https://github.com/angular/angular.js.git",2014-04-10
"30091","matias niemelä","https://github.com/angular/angular.js.git",2014-06-09
"30092","arjunkumar","https://github.com/angular/angular.js.git",2014-06-05
"30093","uri goldshtein","https://github.com/angular/angular.js.git",2014-01-14
"30094","uri goldshtein","https://github.com/angular/angular.js.git",2014-01-14
"30095","joseph orbegoso pea","https://github.com/angular/angular.js.git",2014-03-30
"30096","caitlin potter","https://github.com/angular/angular.js.git",2014-06-08
"30097","nikita vasilyev","https://github.com/angular/angular.js.git",2014-06-09
"30098","peter bacon darwin","https://github.com/angular/angular.js.git",2014-06-08
"30099","sebastian müller","https://github.com/angular/angular.js.git",2014-06-06
"30100","peter bacon darwin","https://github.com/angular/angular.js.git",2014-06-06
"30101","peter bacon darwin","https://github.com/angular/angular.js.git",2014-06-06
"30102","samuel rats","https://github.com/angular/angular.js.git",2014-06-06
"30103","caitlin potter","https://github.com/angular/angular.js.git",2014-06-04
"30104","rodyhaddad","https://github.com/angular/angular.js.git",2014-06-05
"30105","rodyhaddad","https://github.com/angular/angular.js.git",2014-06-05
"30106","rodyhaddad","https://github.com/angular/angular.js.git",2014-06-05
"30107","matias niemelä","https://github.com/angular/angular.js.git",2014-06-05
"30108","rodyhaddad","https://github.com/angular/angular.js.git",2014-05-23
"30109","lucas galfaso","https://github.com/angular/angular.js.git",2014-05-22
"30110","rodyhaddad","https://github.com/angular/angular.js.git",2014-05-23
"30111","vojta jina","https://github.com/angular/angular.js.git",2014-06-03
"30112","wes alvaro","https://github.com/angular/angular.js.git",2014-05-22
"30113","matias niemelä","https://github.com/angular/angular.js.git",2014-06-04
"30114","matias niemelä","https://github.com/angular/angular.js.git",2014-05-30
"30115","richard littauer","https://github.com/angular/angular.js.git",2014-05-25
"30116","juan manuel palacios","https://github.com/angular/angular.js.git",2014-06-01
"30117","rodyhaddad","https://github.com/angular/angular.js.git",2014-02-15
"30118","rodyhaddad","https://github.com/angular/angular.js.git",2014-02-15
"30119","jake buob","https://github.com/angular/angular.js.git",2014-05-23
"30120","dken","https://github.com/angular/angular.js.git",2014-05-26
"30121","richard littauer","https://github.com/angular/angular.js.git",2014-05-31
"30122","jmrodriguez24","https://github.com/angular/angular.js.git",2014-06-01
"30123","tim ruffles","https://github.com/angular/angular.js.git",2014-06-03
"30124","anuj more","https://github.com/angular/angular.js.git",2014-06-03
"30125","oivvio polite","https://github.com/angular/angular.js.git",2014-06-03
"30126","oivvio polite","https://github.com/angular/angular.js.git",2014-06-03
"30127","pavel pomerantsev","https://github.com/angular/angular.js.git",2014-05-31
"30128","isaac shapira","https://github.com/angular/angular.js.git",2014-05-02
"30129","cexbrayat","https://github.com/angular/angular.js.git",2014-05-30
"30130","caitlin potter","https://github.com/angular/angular.js.git",2014-06-02
"30131","caitlin potter","https://github.com/angular/angular.js.git",2014-06-02
"30132","caitlin potter","https://github.com/angular/angular.js.git",2014-06-02
"30133","phil westwell","https://github.com/angular/angular.js.git",2014-05-24
"30134","zainengineer","https://github.com/angular/angular.js.git",2014-05-27
"30135","caitlin potter","https://github.com/angular/angular.js.git",2014-05-31
"30136","aschokking","https://github.com/angular/angular.js.git",2014-05-31
"30137","jan","https://github.com/angular/angular.js.git",2014-05-31
"30138","dumpweed","https://github.com/angular/angular.js.git",2014-05-27
"30139","imaginarydevelopment","https://github.com/angular/angular.js.git",2014-05-28
"30140","hallvard nygård","https://github.com/angular/angular.js.git",2014-05-30
"30141","caitlin potter","https://github.com/angular/angular.js.git",2014-05-30
"30142","shahar talmi","https://github.com/angular/angular.js.git",2014-04-16
"30143","rodyhaddad","https://github.com/angular/angular.js.git",2014-05-28
"30144","rodyhaddad","https://github.com/angular/angular.js.git",2014-05-28
"30145","paul jolly","https://github.com/angular/angular.js.git",2014-05-29
"30146","firexion","https://github.com/angular/angular.js.git",2014-05-20
"30147","andrew kulinich","https://github.com/angular/angular.js.git",2014-05-23
"30148","vojta jina","https://github.com/angular/angular.js.git",2014-05-29
"30149","vojta jina","https://github.com/angular/angular.js.git",2014-05-28
"30150","vojta jina","https://github.com/angular/angular.js.git",2014-05-28
"30151","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-26
"30152","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-23
"30153","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-23
"30154","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-23
"30155","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-23
"30156","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-23
"30157","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-23
"30158","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-23
"30159","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-23
"30160","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-23
"30161","vojta jina","https://github.com/angular/angular.js.git",2014-05-29
"30162","carlo s a. guillen","https://github.com/angular/angular.js.git",2014-05-29
"30163","pavel pomerantsev","https://github.com/angular/angular.js.git",2014-05-25
"30164","erin altenhof-long","https://github.com/angular/angular.js.git",2014-05-29
"30165","brian ford","https://github.com/angular/angular.js.git",2014-05-28
"30166","venticello","https://github.com/angular/angular.js.git",2014-05-26
"30167","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-27
"30168","richard littauer","https://github.com/angular/angular.js.git",2014-05-25
"30169","richard littauer","https://github.com/angular/angular.js.git",2014-05-24
"30170","igor minar","https://github.com/angular/angular.js.git",2014-05-24
"30171","brian ford","https://github.com/angular/angular.js.git",2014-05-23
"30172","matias niemelä","https://github.com/angular/angular.js.git",2014-05-23
"30173","lucas galfaso","https://github.com/angular/angular.js.git",2014-05-15
"30174","julie","https://github.com/angular/angular.js.git",2014-05-23
"30175","rodyhaddad","https://github.com/angular/angular.js.git",2014-05-22
"30176","juan manuel palacios","https://github.com/angular/angular.js.git",2014-05-23
"30177","julie","https://github.com/angular/angular.js.git",2014-05-23
"30178","julie","https://github.com/angular/angular.js.git",2014-05-23
"30179","julie","https://github.com/angular/angular.js.git",2014-05-23
"30180","rodyhaddad","https://github.com/angular/angular.js.git",2014-05-22
"30181","zorigt bazarragchaa","https://github.com/angular/angular.js.git",2014-05-05
"30182","jesse palmer","https://github.com/angular/angular.js.git",2014-05-22
"30183","max tobias weber","https://github.com/angular/angular.js.git",2014-05-12
"30184","kevin aenmey","https://github.com/angular/angular.js.git",2014-04-16
"30185","tobias bosch","https://github.com/angular/angular.js.git",2014-05-22
"30186","jeff whelpley","https://github.com/angular/angular.js.git",2014-05-14
"30187","jesse palmer","https://github.com/angular/angular.js.git",2014-05-05
"30188","freek wielstra","https://github.com/angular/angular.js.git",2014-05-14
"30189","nateredding","https://github.com/angular/angular.js.git",2014-05-12
"30190","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-21
"30191","brice","https://github.com/angular/angular.js.git",2014-04-01
"30192","specialorange","https://github.com/angular/angular.js.git",2014-04-06
"30193","edward brey","https://github.com/angular/angular.js.git",2014-04-28
"30194","tim van den eijnden","https://github.com/angular/angular.js.git",2014-05-10
"30195","adam bradley","https://github.com/angular/angular.js.git",2014-03-27
"30196","kalvn","https://github.com/angular/angular.js.git",2014-05-13
"30197","james vanneman","https://github.com/angular/angular.js.git",2014-03-27
"30198","richard littauer","https://github.com/angular/angular.js.git",2014-04-27
"30199","abittoocalm","https://github.com/angular/angular.js.git",2014-05-21
"30200","andrew mortimer","https://github.com/angular/angular.js.git",2014-05-08
"30201","kristof mattei","https://github.com/angular/angular.js.git",2014-05-14
"30202","tobias bosch","https://github.com/angular/angular.js.git",2014-05-21
"30203","tobias bosch","https://github.com/angular/angular.js.git",2014-05-21
"30204","markau","https://github.com/angular/angular.js.git",2014-05-15
"30205","tobias bosch","https://github.com/angular/angular.js.git",2014-05-21
"30206","sergei z","https://github.com/angular/angular.js.git",2014-05-16
"30207","erich","https://github.com/angular/angular.js.git",2014-05-16
"30208","sam dornan","https://github.com/angular/angular.js.git",2014-05-16
"30209","yaron uliel","https://github.com/angular/angular.js.git",2014-05-12
"30210","takashi nakagawa","https://github.com/angular/angular.js.git",2014-03-12
"30211","caitlin potter","https://github.com/angular/angular.js.git",2014-05-21
"30212","firexion","https://github.com/angular/angular.js.git",2014-05-20
"30213","gsc leticia","https://github.com/angular/angular.js.git",2014-05-20
"30214","sam dornan","https://github.com/angular/angular.js.git",2014-05-21
"30215","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-21
"30216","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-21
"30217","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-21
"30218","eli dalbey","https://github.com/angular/angular.js.git",2014-05-21
"30219","wes alvaro","https://github.com/angular/angular.js.git",2014-05-07
"30220","igor minar","https://github.com/angular/angular.js.git",2014-05-20
"30221","ralph giles","https://github.com/angular/angular.js.git",2014-05-20
"30222","caitlin potter","https://github.com/angular/angular.js.git",2014-05-20
"30223","caitlin potter","https://github.com/angular/angular.js.git",2014-05-20
"30224","igor minar","https://github.com/angular/angular.js.git",2014-05-19
"30225","gaëtan priour","https://github.com/angular/angular.js.git",2014-05-18
"30226","vojta jina","https://github.com/angular/angular.js.git",2014-05-19
"30227","vojta jina","https://github.com/angular/angular.js.git",2014-05-19
"30228","vojta jina","https://github.com/angular/angular.js.git",2014-05-19
"30229","vojta jina","https://github.com/angular/angular.js.git",2014-05-08
"30230","andrey sidorov","https://github.com/angular/angular.js.git",2014-05-16
"30231","igor minar","https://github.com/angular/angular.js.git",2014-05-18
"30232","diego plentz","https://github.com/angular/angular.js.git",2014-04-25
"30233","kebabpizza","https://github.com/angular/angular.js.git",2014-05-19
"30234","shahar talmi","https://github.com/angular/angular.js.git",2014-05-17
"30235","brian ford","https://github.com/angular/angular.js.git",2014-05-17
"30236","brian ford","https://github.com/angular/angular.js.git",2014-05-17
"30237","shahar talmi","https://github.com/angular/angular.js.git",2014-04-26
"30238","m alix","https://github.com/angular/angular.js.git",2014-04-11
"30239","vojta jina","https://github.com/angular/angular.js.git",2014-05-14
"30240","tobias bosch","https://github.com/angular/angular.js.git",2014-05-16
"30241","jonathan gotti","https://github.com/angular/angular.js.git",2014-05-16
"30242","zachary babtkis","https://github.com/angular/angular.js.git",2013-12-17
"30243","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-16
"30244","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-16
"30245","nderoche","https://github.com/angular/angular.js.git",2014-02-27
"30246","narretz","https://github.com/angular/angular.js.git",2014-02-27
"30247","gogotanaka","https://github.com/angular/angular.js.git",2014-02-22
"30248","linclark","https://github.com/angular/angular.js.git",2014-03-24
"30249","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-16
"30250","lucas galfaso","https://github.com/angular/angular.js.git",2014-05-15
"30251","christopher rose","https://github.com/angular/angular.js.git",2014-05-15
"30252","caitlin potter","https://github.com/angular/angular.js.git",2014-05-15
"30253","caitlin potter","https://github.com/angular/angular.js.git",2014-05-15
"30254","robin böhm","https://github.com/angular/angular.js.git",2014-03-10
"30255","rich snapp","https://github.com/angular/angular.js.git",2014-02-21
"30256","michał gołębiowski","https://github.com/angular/angular.js.git",2014-05-11
"30257","michał gołębiowski","https://github.com/angular/angular.js.git",2014-04-28
"30258","matias niemelä","https://github.com/angular/angular.js.git",2014-05-03
"30259","matias niemelä","https://github.com/angular/angular.js.git",2014-05-09
"30260","shahar talmi","https://github.com/angular/angular.js.git",2014-04-01
"30261","shahar talmi","https://github.com/angular/angular.js.git",2014-05-09
"30262","shahar talmi","https://github.com/angular/angular.js.git",2014-05-09
"30263","shahar talmi","https://github.com/angular/angular.js.git",2014-04-14
"30264","caitlin potter","https://github.com/angular/angular.js.git",2014-05-07
"30265","richard littauer","https://github.com/angular/angular.js.git",2014-04-28
"30266","chris rose","https://github.com/angular/angular.js.git",2014-04-29
"30267","sap9433","https://github.com/angular/angular.js.git",2014-05-05
"30268","joe pettersson","https://github.com/angular/angular.js.git",2014-05-05
"30269","taylor hutchison","https://github.com/angular/angular.js.git",2014-05-08
"30270","mjfroehlich","https://github.com/angular/angular.js.git",2014-05-08
"30271","thomas tuts","https://github.com/angular/angular.js.git",2014-05-07
"30272","matias niemelä","https://github.com/angular/angular.js.git",2014-05-07
"30273","barcahead","https://github.com/angular/angular.js.git",2014-05-06
"30274","mathew foscarini","https://github.com/angular/angular.js.git",2014-05-06
"30275","caitlin potter","https://github.com/angular/angular.js.git",2014-05-06
"30276","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-05
"30277","jamie krug","https://github.com/angular/angular.js.git",2014-04-30
"30278","jack hsu","https://github.com/angular/angular.js.git",2014-05-04
"30279","spacemigas","https://github.com/angular/angular.js.git",2014-05-04
"30280","joel hooks","https://github.com/angular/angular.js.git",2014-04-22
"30281","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-04
"30282","shahar talmi","https://github.com/angular/angular.js.git",2014-04-28
"30283","raghudodda","https://github.com/angular/angular.js.git",2014-05-02
"30284","yutaka yamaguchi","https://github.com/angular/angular.js.git",2014-03-29
"30285","brian ford","https://github.com/angular/angular.js.git",2014-05-01
"30286","brian ford","https://github.com/angular/angular.js.git",2014-04-29
"30287","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-02
"30288","matias niemelä","https://github.com/angular/angular.js.git",2014-04-22
"30289","caitlin potter","https://github.com/angular/angular.js.git",2014-04-17
"30290","caitlin potter","https://github.com/angular/angular.js.git",2014-04-24
"30291","peter bacon darwin","https://github.com/angular/angular.js.git",2014-05-02
"30292","chris rose","https://github.com/angular/angular.js.git",2014-04-25
"30293","mjfroehlich","https://github.com/angular/angular.js.git",2014-04-29
"30294","dave smith","https://github.com/angular/angular.js.git",2014-04-30
"30295","janas page","https://github.com/angular/angular.js.git",2014-04-30
"30296","brian ford","https://github.com/angular/angular.js.git",2014-04-30
"30297","caitlin potter","https://github.com/angular/angular.js.git",2014-04-27
"30298","vojta jina","https://github.com/angular/angular.js.git",2014-04-30
"30299","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-30
"30300","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-30
"30301","brian ford","https://github.com/angular/angular.js.git",2014-04-29
"30302","caitlin potter","https://github.com/angular/angular.js.git",2014-04-27
"30303","vojta jina","https://github.com/angular/angular.js.git",2014-04-29
"30304","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-29
"30305","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-29
"30306","brian ford","https://github.com/angular/angular.js.git",2014-04-29
"30307","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-28
"30308","uri goldshtein","https://github.com/angular/angular.js.git",2014-01-14
"30309","edward brey","https://github.com/angular/angular.js.git",2014-02-15
"30310","ryan hall","https://github.com/angular/angular.js.git",2013-12-16
"30311","thomas tuts","https://github.com/angular/angular.js.git",2013-12-15
"30312","marcin-wosinek","https://github.com/angular/angular.js.git",2014-04-23
"30313","tom yam","https://github.com/angular/angular.js.git",2014-04-21
"30314","eydreeyawn","https://github.com/angular/angular.js.git",2014-04-28
"30315","caitlin potter","https://github.com/angular/angular.js.git",2014-04-28
"30316","shahar talmi","https://github.com/angular/angular.js.git",2014-04-26
"30317","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-27
"30318","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-27
"30319","brian ford","https://github.com/angular/angular.js.git",2014-04-26
"30320","igor minar","https://github.com/angular/angular.js.git",2014-04-24
"30321","@mizaelgalvez","https://github.com/angular/angular.js.git",2014-04-22
"30322","mohamed daif","https://github.com/angular/angular.js.git",2014-04-22
"30323","michael payne","https://github.com/angular/angular.js.git",2014-04-24
"30324","søren louv-jansen","https://github.com/angular/angular.js.git",2014-03-19
"30325","benjamingr","https://github.com/angular/angular.js.git",2014-04-23
"30326","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-24
"30327","james deboer","https://github.com/angular/angular.js.git",2014-04-20
"30328","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-23
"30329","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-22
"30330","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-23
"30331","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-23
"30332","caitlin potter","https://github.com/angular/angular.js.git",2014-04-22
"30333","nnennajohn","https://github.com/angular/angular.js.git",2014-04-22
"30334","michał gołębiowski","https://github.com/angular/angular.js.git",2014-04-22
"30335","amin ogarrio","https://github.com/angular/angular.js.git",2014-04-20
"30336","matthew davies","https://github.com/angular/angular.js.git",2014-04-22
"30337","brian ford","https://github.com/angular/angular.js.git",2014-04-22
"30338","simon taranto","https://github.com/angular/angular.js.git",2014-04-20
"30339","ttam3d0","https://github.com/angular/angular.js.git",2014-04-21
"30340","amin ogarrio","https://github.com/angular/angular.js.git",2014-04-20
"30341","thomas junghans","https://github.com/angular/angular.js.git",2014-04-21
"30342","igor minar","https://github.com/angular/angular.js.git",2014-04-21
"30343","igor minar","https://github.com/angular/angular.js.git",2014-04-19
"30344","igor minar","https://github.com/angular/angular.js.git",2014-04-19
"30345","rodyhaddad","https://github.com/angular/angular.js.git",2014-03-06
"30346","rodyhaddad","https://github.com/angular/angular.js.git",2014-03-06
"30347","rodyhaddad","https://github.com/angular/angular.js.git",2014-02-25
"30348","igor minar","https://github.com/angular/angular.js.git",2014-04-19
"30349","igor minar","https://github.com/angular/angular.js.git",2014-04-08
"30350","jerryfan","https://github.com/angular/angular.js.git",2014-03-26
"30351","caitlin potter","https://github.com/angular/angular.js.git",2014-04-19
"30352","caitlin potter","https://github.com/angular/angular.js.git",2014-01-23
"30353","janas page","https://github.com/angular/angular.js.git",2014-04-06
"30354","chris wheatley","https://github.com/angular/angular.js.git",2014-04-11
"30355","caitlin potter","https://github.com/angular/angular.js.git",2014-03-28
"30356","richard collins","https://github.com/angular/angular.js.git",2014-02-23
"30357","expilo","https://github.com/angular/angular.js.git",2014-04-13
"30358","thom allen","https://github.com/angular/angular.js.git",2014-04-16
"30359","caitlin potter","https://github.com/angular/angular.js.git",2014-04-10
"30360","caitlin potter","https://github.com/angular/angular.js.git",2014-03-20
"30361","caitlin potter","https://github.com/angular/angular.js.git",2014-04-10
"30362","wojciech fornal","https://github.com/angular/angular.js.git",2014-04-13
"30363","valentin waeselynck","https://github.com/angular/angular.js.git",2014-04-10
"30364","caitlin potter","https://github.com/angular/angular.js.git",2014-03-17
"30365","caitlin potter","https://github.com/angular/angular.js.git",2014-04-10
"30366","valentin waeselynck","https://github.com/angular/angular.js.git",2014-04-10
"30367","robert speicher","https://github.com/angular/angular.js.git",2014-04-10
"30368","steven benjamin","https://github.com/angular/angular.js.git",2014-04-09
"30369","lefteris paraskevas","https://github.com/angular/angular.js.git",2014-04-10
"30370","vincent driessen","https://github.com/angular/angular.js.git",2013-12-29
"30371","julie","https://github.com/angular/angular.js.git",2014-04-08
"30372","rosseyn","https://github.com/angular/angular.js.git",2014-04-09
"30373","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-08
"30374","shahar talmi","https://github.com/angular/angular.js.git",2014-04-07
"30375","shahar talmi","https://github.com/angular/angular.js.git",2014-04-07
"30376","shahar talmi","https://github.com/angular/angular.js.git",2014-04-06
"30377","igor minar","https://github.com/angular/angular.js.git",2014-04-08
"30378","tobias bosch","https://github.com/angular/angular.js.git",2014-04-08
"30379","tyler mcginnis","https://github.com/angular/angular.js.git",2014-04-07
"30380","jason travis","https://github.com/angular/angular.js.git",2014-04-07
"30381","thomas wicker","https://github.com/angular/angular.js.git",2014-04-07
"30382","jonathan sampson","https://github.com/angular/angular.js.git",2014-04-07
"30383","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-06
"30384","yiling lu","https://github.com/angular/angular.js.git",2014-04-05
"30385","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-06
"30386","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-06
"30387","joseph orbegoso pea","https://github.com/angular/angular.js.git",2014-04-05
"30388","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-06
"30389","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-04
"30390","thiago colares","https://github.com/angular/angular.js.git",2014-04-05
"30391","martco","https://github.com/angular/angular.js.git",2014-03-28
"30392","jason carver","https://github.com/angular/angular.js.git",2014-04-05
"30393","yiling lu","https://github.com/angular/angular.js.git",2014-04-05
"30394","caitlin potter","https://github.com/angular/angular.js.git",2014-04-05
"30395","yiling lu","https://github.com/angular/angular.js.git",2014-04-04
"30396","yiling lu","https://github.com/angular/angular.js.git",2014-04-04
"30397","matias niemelä","https://github.com/angular/angular.js.git",2014-04-03
"30398","luis ramón lópez","https://github.com/angular/angular.js.git",2014-04-03
"30399","choi yoonsung","https://github.com/angular/angular.js.git",2014-04-01
"30400","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-04
"30401","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-04
"30402","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-04
"30403","peter bacon darwin","https://github.com/angular/angular.js.git",2014-04-02
"30404","joseph orbegoso pea","https://github.com/angular/angular.js.git",2014-03-30
"30405","martin jezek","https://github.com/angular/angular.js.git",2014-04-02
"30406","brian ford","https://github.com/angular/angular.js.git",2014-04-03
"30407","brian ford","https://github.com/angular/angular.js.git",2014-04-03
"30408","brian ford","https://github.com/angular/angular.js.git",2014-04-03
"30409","matias niemelä","https://github.com/angular/angular.js.git",2014-03-12
"30410","matias niemelä","https://github.com/angular/angular.js.git",2014-04-03
"30411","igor minar","https://github.com/angular/angular.js.git",2014-04-03
"30412","brian ford","https://github.com/angular/angular.js.git",2014-04-03
"30413","andreas krummsdorf","https://github.com/angular/angular.js.git",2014-03-28
"30414","igor minar","https://github.com/angular/angular.js.git",2014-04-03
"30415","stephanie nacios staub","https://github.com/angular/angular.js.git",2014-04-03
"30416","igor minar","https://github.com/angular/angular.js.git",2014-04-03
"30417","yiling lu","https://github.com/angular/angular.js.git",2014-04-03
"30418","jonathan woodard","https://github.com/angular/angular.js.git",2014-04-03
"30419","tobias bosch","https://github.com/angular/angular.js.git",2014-04-03
"30420","alexander harding","https://github.com/angular/angular.js.git",2014-04-01
